Date,High,Low,Open,Close,Volume,Adj Close
2020-12-31,134.74000549316406,131.72000122070312,134.0800018310547,132.69000244140625,98990400,132.69000244140625
2021-01-04,133.61000061035156,126.76000213623047,133.52000427246094,129.41000366210938,143301900,129.41000366210938
2021-01-05,131.74000549316406,128.42999267578125,128.88999938964844,131.00999450683594,97664900,131.00999450683594
2021-01-06,131.0500030517578,126.37999725341797,127.72000122070312,126.5999984741211,154617600,126.5999984741211
2021-01-07,131.6300048828125,127.86000061035156,128.36000061035156,130.9199981689453,103598654,130.9199981689453
