Date,High,Low,Open,Close,Volume,Adj Close
2020-12-30,118.9000015258789,117.33000183105469,117.86000061035156,117.38999938964844,1127000.0,117.19779968261719
2020-12-31,118.5999984741211,116.5999984741211,117.58999633789062,118.48999786376953,1307200.0,118.2959976196289
2021-01-04,120.08999633789062,117.11000061035156,118.94000244140625,118.63999938964844,2030700.0,118.63999938964844
2021-01-05,120.31999969482422,118.06999969482422,118.4800033569336,119.61000061035156,2344000.0,119.61000061035156
2021-01-06,123.87999725341797,118.20999908447266,118.69000244140625,122.88999938964844,2428500.0,122.88999938964844
2021-01-07,127.4800033569336,124.11499786376953,124.33000183105469,126.72000122070312,1240693.0,126.72000122070312
