,ticker,datetime,date,time,headline,neg,neu,pos,compound
57,AAPL,2021-01-14 10:35:00,Jan-14-21,10:35AM,Unusual Options Activity Insight: Apple,0.0,1.0,0.0,0.0
58,AAPL,2021-01-14 10:03:00,Jan-14-21,10:03AM,AAPL Stock: A Short-Term Bullish Calendar Spread Trade Idea,0.0,1.0,0.0,0.0
59,AAPL,2021-01-14 10:00:00,Jan-14-21,10:00AM,"Samsung Launches Galaxy S21 Phones With Lower Prices, AirPods Rival in Tow",0.167,0.833,0.0,-0.296
60,AAPL,2021-01-14 09:03:00,Jan-14-21,09:03AM,Consumer Electronic Goods Poised to Grow: 5 Winners,0.0,0.495,0.505,0.6249
61,AAPL,2021-01-14 08:18:00,Jan-14-21,08:18AM,"Dow Jones Futures: Biden Stimulus Plan Due; Taiwan Semi Earnings Mixed; Apple, Airbnb, DoorDash Flash Buy Signals",0.0,1.0,0.0,0.0
62,AAPL,2021-01-14 07:30:00,Jan-14-21,07:30AM,Is Apple Stock A Buy Right Now? Here's What IBD Charts Show,0.0,1.0,0.0,0.0
63,AAPL,2021-01-14 06:00:00,Jan-14-21,06:00AM,Influencers with Andy Serwer: Haim Saban,0.0,1.0,0.0,0.0
64,AAPL,2021-01-13 22:20:00,Jan-13-21,10:20PM,"Dow Jones Futures: House Impeaches President Trump; Apple, New IPOs Airbnb, DoorDash Flash Buy Signals",0.0,1.0,0.0,0.0
65,AAPL,2021-01-13 20:17:00,Jan-13-21,08:17PM,Twitters Dorsey Says Banning Trump Was Right Decision,0.0,1.0,0.0,0.0
66,AAPL,2021-01-13 17:47:00,Jan-13-21,05:47PM,Texas Attorney General Demands Big Tech Explain Shunning of Parler,0.0,1.0,0.0,0.0
67,AAPL,2021-01-13 17:45:00,Jan-13-21,05:45PM,Apple (AAPL) Outpaces Stock Market Gains: What You Should Know,0.0,0.789,0.211,0.34
68,AAPL,2021-01-13 17:34:00,Jan-13-21,05:34PM,"Parler May Never Get Back Online, Admits CEO of Pro-Trump Social App",0.0,0.833,0.167,0.296
69,AAPL,2021-01-13 17:32:00,Jan-13-21,05:32PM,Apple to launch developer academy in Detroit,0.0,1.0,0.0,0.0
70,AAPL,2021-01-13 17:02:00,Jan-13-21,05:02PM,"Dow Jones Futures: Trump Impeachment Vote Nears, Target Reports Strong Holiday Sales; GM, Uber Lead New Breakouts",0.0,0.714,0.286,0.7184
71,AAPL,2021-01-13 16:46:00,Jan-13-21,04:46PM,Qualcomm to Acquire Nuvia for About $1.4B,0.0,1.0,0.0,0.0
72,AAPL,2021-01-13 16:45:00,Jan-13-21,04:45PM,Intel Goes Back to Roots With Gelsinger to Regain Chip Lead,0.0,1.0,0.0,0.0
73,AAPL,2021-01-13 16:33:00,Jan-13-21,04:33PM,Dow Jones Closes Flat As Trump Impeachment Vote Official; Tech Stocks Find Support As Nasdaq Leads Market,0.0,0.856,0.144,0.4019
74,AAPL,2021-01-13 16:10:00,Jan-13-21,04:10PM,Sequoia Capitals Doug Leone Renounces Trump After Backing Campaign,0.0,0.879,0.121,0.0258
75,AAPL,2021-01-13 15:07:00,Jan-13-21,03:07PM,Dow Jones Rallies As McConnell Blocks Early Trump Impeachment; Airbnb Hits Buy Zone,0.137,0.863,0.0,-0.2263
76,AAPL,2021-01-13 14:25:00,Jan-13-21,02:25PM,The biggest data puzzle of our lifetime  Vaccine distribution effort gets help from Big Tech,0.0,0.838,0.162,0.4019
77,AAPL,2021-01-13 14:11:00,Jan-13-21,02:11PM,Amazons Other Reason for Booting Parler: User Threats to Staff,0.328,0.672,0.0,-0.4404
78,AAPL,2021-01-13 13:46:00,Jan-13-21,01:46PM,All the Problems Pat Gelsinger Faces as Intels Next CEO,0.231,0.769,0.0,-0.4019
79,AAPL,2021-01-13 13:44:00,Jan-13-21,01:44PM,20 Biggest One Hit Wonders,0.0,1.0,0.0,0.0
80,AAPL,2021-01-13 13:38:00,Jan-13-21,01:38PM,Dow Jones Joins Stock Market Advance As Trump Impeachment Vote Looms,0.138,0.862,0.0,-0.1531
81,AAPL,2021-01-13 13:07:00,Jan-13-21,01:07PM,"Apple to Set Up Innovation Center, Enable VC Funding to Combat Racism",0.359,0.497,0.144,-0.5994
82,AAPL,2021-01-13 13:02:00,Jan-13-21,01:02PM,Survey: 60% of Invested Readers Say State of the Nation is Top Concern,0.0,0.87,0.13,0.2023
83,AAPL,2021-01-13 12:38:00,Jan-13-21,12:38PM,"Apple Supplier Foxconn, Geely Partner On Automotive Contract Manufacturing Services",0.0,1.0,0.0,0.0
84,AAPL,2021-01-13 12:13:00,Jan-13-21,12:13PM,Intel CEO Bob Swan Is Replaced by VMwares Pat Gelsinger,0.0,1.0,0.0,0.0
85,AAPL,2021-01-13 11:55:00,Jan-13-21,11:55AM,"Dow Jones Reverses Amid Trump Impeachment Vote; Intel Soars On New CEO, While Apple, Nio Rally",0.0,1.0,0.0,0.0
86,AAPL,2021-01-13 11:33:00,Jan-13-21,11:33AM,Canoo Shares Jump After Report of Talks With Apple,0.0,0.784,0.216,0.296
87,AAPL,2021-01-13 10:11:00,Jan-13-21,10:11AM,Qualcomm to Acquire Chip Startup Nuvia for $1.4 Billion,0.0,1.0,0.0,0.0
88,AAPL,2021-01-13 10:06:00,Jan-13-21,10:06AM,Better Buy: Advanced Micro Devices (AMD) vs. Taiwan Semiconductor (TSMC),0.0,0.62,0.38,0.5994
89,AAPL,2021-01-13 10:00:00,Jan-13-21,10:00AM,"Dow Jones Today, Stocks Mixed Ahead Of Second Trump Impeachment Vote; Intel Spikes On Leadership Change",0.0,1.0,0.0,0.0
90,AAPL,2021-01-13 09:54:00,Jan-13-21,09:54AM,Anticipated Cord Cutting to Aid Streaming Providers in 2021,0.158,0.842,0.0,-0.128
91,AAPL,2021-01-13 09:18:00,Jan-13-21,09:18AM,Apple to launch developer academy in Detroit as part of $100 million racial-justice investment,0.0,1.0,0.0,0.0
92,AAPL,2021-01-13 09:08:00,Jan-13-21,09:08AM,Apple announces racial equity and justice initiatives as part of $100 million program,0.0,0.779,0.221,0.5267
93,AAPL,2021-01-13 08:14:00,Jan-13-21,08:14AM,The Apple Car Chatter Is Backand Its Helping Everyone Except Apple,0.0,0.82,0.18,0.296
94,AAPL,2021-01-13 08:00:00,Jan-13-21,08:00AM,"Qualcomm eyes challenge to Apple, Intel with $1.4 billion deal for chip startup",0.0,0.902,0.098,0.0772
95,AAPL,2021-01-13 07:27:00,Jan-13-21,07:27AM,Apple announces new projects related to its $100 million pledge for racial equity and justice,0.0,0.805,0.195,0.5267
96,AAPL,2021-01-13 07:00:00,Jan-13-21,07:00AM,"Apple Launches Major New Racial Equity and Justice Initiative Projects to Challenge Systemic Racism, Advance Racial Equity Nationwide",0.172,0.63,0.197,-0.1027
97,AAPL,2021-01-13 07:00:00,Jan-13-21,07:00AM,"Apple invests millions to back entrepreneurs of color, part of racial justice effort",0.0,0.779,0.221,0.5267
98,AAPL,2021-01-13 05:00:00,Jan-13-21,05:00AM,Media should stop giving Trump a platform: Billionaire media mogul,0.19,0.603,0.207,0.0516
99,AAPL,2021-01-13 03:31:00,Jan-13-21,03:31AM,IPhone Assembler Foxconn Sets Up Auto Arm as Apple Car Looms,0.138,0.862,0.0,-0.1531
