Datetime,Open,High,Low,Close,Adj Close,Volume
2020-11-23 13:30:00-05:00,114.99500274658203,115.02999877929688,114.59500122070312,114.61499786376953,114.61499786376953,4282858
2020-11-23 14:00:00-05:00,114.6146011352539,114.68000030517578,114.01000213623047,114.05919647216797,114.05919647216797,6973804
2020-11-23 14:30:00-05:00,114.05999755859375,114.58000183105469,114.0,114.19999694824219,114.19999694824219,7870254
2020-11-23 15:00:00-05:00,114.20500183105469,114.47000122070312,113.98999786376953,114.03500366210938,114.03500366210938,7525459
2020-11-23 15:30:00-05:00,114.04000091552734,114.18000030517578,113.75,113.87999725341797,113.87999725341797,14666637
2020-11-24 09:30:00-05:00,113.83999633789062,114.02999877929688,112.58999633789062,113.01000213623047,113.01000213623047,22902527
2020-11-24 10:00:00-05:00,113.0199966430664,113.81999969482422,113.01499938964844,113.40499877929688,113.40499877929688,10574621
2020-11-24 10:30:00-05:00,113.4000015258789,114.90499877929688,113.33999633789062,114.90270233154297,114.90270233154297,9595380
2020-11-24 11:00:00-05:00,114.90299987792969,115.12000274658203,114.66000366210938,114.91999816894531,114.91999816894531,8406165
2020-11-24 11:30:00-05:00,114.91999816894531,115.37000274658203,114.73500061035156,114.80999755859375,114.80999755859375,7259703
2020-11-24 12:00:00-05:00,114.80999755859375,114.87000274658203,114.2300033569336,114.66000366210938,114.66000366210938,5265372
2020-11-24 12:30:00-05:00,114.66999816894531,115.01249694824219,114.55069732666016,114.79989624023438,114.79989624023438,4025889
2020-11-24 13:00:00-05:00,114.79000091552734,115.30999755859375,114.62000274658203,115.04000091552734,115.04000091552734,4851290
2020-11-24 13:30:00-05:00,115.04499816894531,115.69999694824219,115.04000091552734,115.69010162353516,115.69010162353516,5870748
2020-11-24 14:00:00-05:00,115.69450378417969,115.8499984741211,114.97000122070312,115.07499694824219,115.07499694824219,6189272
2020-11-24 14:30:00-05:00,115.08000183105469,115.37960052490234,115.0,115.36000061035156,115.36000061035156,4304037
