Datetime,Open,High,Low,Close,Adj Close,Volume
2021-01-04 09:30:00-05:00,133.52000427246094,133.61160278320312,131.36000061035156,131.4488983154297,131.4488983154297,17187778
2021-01-04 10:00:00-05:00,131.5449981689453,131.6699981689453,130.3800048828125,131.05360412597656,131.05360412597656,10465367
2021-01-04 10:30:00-05:00,131.05499267578125,131.30999755859375,130.4499969482422,130.9683074951172,130.9683074951172,9132685
2021-01-04 11:00:00-05:00,130.97000122070312,131.30999755859375,129.39999389648438,129.89500427246094,129.89500427246094,11001370
2021-01-04 11:30:00-05:00,129.889892578125,130.08999633789062,128.7899932861328,128.82000732421875,128.82000732421875,9246340
2021-01-04 12:00:00-05:00,128.80999755859375,128.91929626464844,126.76000213623047,128.25,128.25,14447870
2021-01-04 12:30:00-05:00,128.2469024658203,128.59449768066406,127.63009643554688,128.4199981689453,128.4199981689453,7199857
2021-01-04 13:00:00-05:00,128.41000366210938,129.11000061035156,128.0500030517578,129.039794921875,129.039794921875,7545206
2021-01-04 13:30:00-05:00,129.0399932861328,129.1999969482422,128.59500122070312,129.17779541015625,129.17779541015625,4735025
2021-01-04 14:00:00-05:00,129.1699981689453,129.1999969482422,128.6199951171875,128.9600067138672,128.9600067138672,6126753
2021-01-04 14:30:00-05:00,128.9600067138672,129.5791015625,128.63999938964844,129.4875946044922,129.4875946044922,6837084
2021-01-04 15:00:00-05:00,129.49200439453125,129.5800018310547,128.80999755859375,129.07000732421875,129.07000732421875,6350628
2021-01-04 15:30:00-05:00,129.05999755859375,129.74000549316406,128.75999450683594,129.41000366210938,129.41000366210938,12240987
2021-01-05 09:30:00-05:00,128.88999938964844,131.47000122070312,128.42999267578125,131.31039428710938,131.31039428710938,17010073
2021-01-05 10:00:00-05:00,131.13999938964844,131.74000549316406,130.6999969482422,131.052001953125,131.052001953125,9788382
2021-01-05 10:30:00-05:00,131.07000732421875,131.41929626464844,130.47999572753906,130.52000427246094,130.52000427246094,6688673
2021-01-05 11:00:00-05:00,130.53500366210938,130.69000244140625,129.92999267578125,130.3800048828125,130.3800048828125,8063874
2021-01-05 11:30:00-05:00,130.37489318847656,130.67999267578125,130.1999969482422,130.2899932861328,130.2899932861328,5205326
2021-01-05 12:00:00-05:00,130.2899932861328,130.3018035888672,129.83999633789062,130.14990234375,130.14990234375,5115827
2021-01-05 12:30:00-05:00,130.14500427246094,130.33999633789062,129.85000610351562,130.14500427246094,130.14500427246094,3672723
2021-01-05 13:00:00-05:00,130.14999389648438,130.24000549316406,129.94009399414062,130.0449981689453,130.0449981689453,2541679
2021-01-05 13:30:00-05:00,130.04080200195312,130.6300048828125,130.0399932861328,130.625,130.625,4139791
2021-01-05 14:00:00-05:00,130.62899780273438,131.25,130.59500122070312,131.11000061035156,131.11000061035156,5548221
2021-01-05 14:30:00-05:00,131.11000061035156,131.40499877929688,130.85000610351562,130.9499969482422,130.9499969482422,4590262
2021-01-05 15:00:00-05:00,130.9600067138672,131.27000427246094,130.81500244140625,130.8300018310547,130.8300018310547,4333475
2021-01-05 15:30:00-05:00,130.83250427246094,131.4499969482422,130.75999450683594,130.9499969482422,130.9499969482422,8755659
2021-01-06 09:30:00-05:00,127.625,128.42999267578125,126.55000305175781,128.05999755859375,128.05999755859375,27398649
2021-01-06 10:00:00-05:00,127.87999725341797,129.2100067138672,127.58999633789062,128.95010375976562,128.95010375976562,11625017
2021-01-06 10:30:00-05:00,128.9600067138672,129.74000549316406,128.81500244140625,129.38690185546875,129.38690185546875,10793050
2021-01-06 11:00:00-05:00,129.38999938964844,131.04989624023438,129.3000030517578,130.4199981689453,130.4199981689453,10905177
2021-01-06 11:30:00-05:00,130.42999267578125,130.76849365234375,129.88999938964844,130.1199951171875,130.1199951171875,7793803
2021-01-06 12:00:00-05:00,130.1300048828125,130.7050018310547,130.05999755859375,130.3249969482422,130.3249969482422,5773369
2021-01-06 12:30:00-05:00,130.3292999267578,130.5399932861328,129.8800048828125,130.00999450683594,130.00999450683594,4593123
2021-01-06 13:00:00-05:00,130.02000427246094,130.25999450683594,129.2100067138672,129.24000549316406,129.24000549316406,6675121
2021-01-06 13:30:00-05:00,129.25,129.60000610351562,128.94000244140625,129.25,129.25,6215721
2021-01-06 14:00:00-05:00,129.2550048828125,129.4499969482422,127.75,127.80000305175781,127.80000305175781,8569251
2021-01-06 14:30:00-05:00,127.79989624023438,128.22000122070312,127.0999984741211,127.93990325927734,127.93990325927734,13059659
2021-01-06 15:00:00-05:00,127.93000030517578,128.22000122070312,126.94000244140625,127.4800033569336,127.4800033569336,10358403
2021-01-06 15:30:00-05:00,127.48989868164062,127.58999633789062,126.38200378417969,126.58999633789062,126.58999633789062,19152815
2021-01-07 09:30:00-05:00,128.36000061035156,129.13999938964844,127.91999816894531,129.0102996826172,129.0102996826172,19934586
2021-01-07 10:00:00-05:00,129.0800018310547,130.31500244140625,128.8800048828125,129.83009338378906,129.83009338378906,12078888
2021-01-07 10:30:00-05:00,129.83999633789062,130.55999755859375,129.69000244140625,130.5406036376953,130.5406036376953,7930500
2021-01-07 11:00:00-05:00,130.5449981689453,131.02999877929688,130.30999755859375,130.55999755859375,130.55999755859375,8386444
2021-01-07 11:30:00-05:00,130.57000732421875,130.9600067138672,130.13999938964844,130.32000732421875,130.32000732421875,5965634
2021-01-07 12:00:00-05:00,130.3300018310547,130.4250030517578,129.85000610351562,130.05999755859375,130.05999755859375,5027366
2021-01-07 12:30:00-05:00,130.07000732421875,130.64999389648438,130.05999755859375,130.4611053466797,130.4611053466797,3651170
2021-01-07 13:00:00-05:00,130.46499633789062,130.5498046875,130.02000427246094,130.36000061035156,130.36000061035156,3715844
2021-01-07 13:30:00-05:00,130.3699951171875,130.55999755859375,130.2100067138672,130.3000030517578,130.3000030517578,3474656
2021-01-07 14:00:00-05:00,130.30999755859375,130.63999938964844,130.27999877929688,130.61680603027344,130.61680603027344,3521063
2021-01-07 14:30:00-05:00,130.61439514160156,130.77999877929688,130.4145050048828,130.77499389648438,130.77499389648438,3986828
2021-01-07 15:00:00-05:00,130.77239990234375,131.17999267578125,130.4600067138672,131.1697998046875,131.1697998046875,7156425
2021-01-07 15:30:00-05:00,131.18389892578125,131.6300048828125,130.82000732421875,130.86000061035156,130.86000061035156,10952657
2021-01-08 09:30:00-05:00,132.42999267578125,132.6300048828125,130.36000061035156,131.5489959716797,131.5489959716797,19834068
2021-01-08 10:00:00-05:00,131.5449981689453,131.97999572753906,130.25999450683594,130.3800048828125,130.3800048828125,9141298
2021-01-08 10:30:00-05:00,130.38999938964844,131.5,130.3300018310547,131.02000427246094,131.02000427246094,7088216
2021-01-08 11:00:00-05:00,131.02000427246094,131.3000030517578,130.62010192871094,131.07000732421875,131.07000732421875,5985423
2021-01-08 11:30:00-05:00,131.07000732421875,132.25,130.9801025390625,132.24000549316406,132.24000549316406,7119953
