ticker,datetime,date,time,headline,neg,neu,pos,compound
AAPL,2020-11-27 7:30:00,2020-11-27,07:30AM,Is Apple Stock A Buy Right Now? Here's What Its Stock Chart Shows,0.0,1.0,0.0,0.0
AAPL,2020-11-27 6:30:00,2020-11-27,06:30AM,Intel Stock May Have Hit Rock Bottom. How to Position for a Rally.,0.0,1.0,0.0,0.0
AAPL,2020-11-27 2:30:00,2020-11-27,02:30AM,Electric Carmakers Are in a Stock Market Bubble,0.0,1.0,0.0,0.0
AAPL,2020-11-26 19:00:00,2020-11-26,07:00PM,Here's Why Electric Vehicle Stocks Have Exploded This Year,0.0,1.0,0.0,0.0
AAPL,2020-11-26 11:10:00,2020-11-26,11:10AM,Foxconn could move some iPad and MacBook production to Vietnam,0.0,1.0,0.0,0.0
AAPL,2020-11-26 7:06:00,2020-11-26,07:06AM,Foxconn to Move Some Production of iPads and MacBooks to Vietnam,0.0,1.0,0.0,0.0
AAPL,2020-11-26 7:00:00,2020-11-26,07:00AM,10 Stocks to Be Thankful for This Thanksgiving,0.0,0.654,0.346,0.5719
AAPL,2020-11-26 6:00:00,2020-11-26,06:00AM,The S&P 500 Could Jump 20% Next Year. Three Strategists Explain Why.,0.0,1.0,0.0,0.0
AAPL,2020-11-26 4:48:00,2020-11-26,04:48AM,Exclusive: Foxconn to shift some Apple production to Vietnam to minimise China risk,0.144,0.753,0.103,-0.1531
AAPL,2020-11-25 20:13:00,2020-11-25,08:13PM,"'Queen's Gambit', 'Mandalorian' and 'Undoing' top list of Thanksgiving must-binge TV",0.0,0.847,0.153,0.2023
AAPL,2020-11-25 17:52:00,2020-11-25,05:52PM,3 Blue Chip Stocks to Buy Heading into 2021,0.0,1.0,0.0,0.0
AAPL,2020-11-25 16:37:00,2020-11-25,04:37PM,"Dow Jones Slips 173 Points After Hitting 30,000; Nasdaq Leads Market",0.0,1.0,0.0,0.0
AAPL,2020-11-25 15:42:00,2020-11-25,03:42PM,Apple is making strategic moves to head off antitrust fights,0.231,0.769,0.0,-0.4019
AAPL,2020-11-25 13:39:00,2020-11-25,01:39PM,Dow Jones Falls As Jobless Claims Rise; Slack Stock Explodes On This News,0.0,1.0,0.0,0.0
AAPL,2020-11-25 13:08:00,2020-11-25,01:08PM,TV shows you should binge watch this holiday weekend,0.0,0.719,0.281,0.481
AAPL,2020-11-25 12:14:00,2020-11-25,12:14PM,"Dow Jones Slips Below 30,000 As Jobless Claims Weigh; Apple Rises But These EV Stocks Skid",0.0,1.0,0.0,0.0
AAPL,2020-11-25 12:00:00,2020-11-25,12:00PM,"Dow Jones Falls From Record Highs; Tesla Reverses Amid Recall, While Chinese EV Stocks Li Auto, Nio, Xpeng Tumble",0.0,1.0,0.0,0.0
AAPL,2020-11-25 11:33:00,2020-11-25,11:33AM,"Apple on Track for Strong Holiday Sales for AirPods, IPhone 12, Analyst Says",0.0,0.647,0.353,0.7184
AAPL,2020-11-25 11:31:00,2020-11-25,11:31AM,"Down 17%, Is Apple Stock a Buy?",0.0,1.0,0.0,0.0
AAPL,2020-11-25 11:03:00,2020-11-25,11:03AM,"Dow Falls as Bulls Take Breather After Record Run to 30,000",0.0,1.0,0.0,0.0
AAPL,2020-11-25 10:20:00,2020-11-25,10:20AM,Deere Earnings Greeted With Cheer As Company Cites Improved Equipment Demand,0.088,0.412,0.5,0.7906
AAPL,2020-11-25 10:10:00,2020-11-25,10:10AM,"Dow Tops 30,000: 5 Stocks Driving the ETF",0.0,0.645,0.355,0.5106
AAPL,2020-11-25 9:21:00,2020-11-25,09:21AM,HP CEO: COVID-19 pandemic has reinforced our consumer business,0.0,1.0,0.0,0.0
AAPL,2020-11-25 8:18:00,2020-11-25,08:18AM,"Dow Jones Futures: Dow Makes History, As Tesla, Nio Set Record Highs; Hot IPO Stocks Corsair, Palantir Skyrocket",0.0,1.0,0.0,0.0
AAPL,2020-11-25 8:00:00,2020-11-25,08:00AM,Here's Why Apple Is My No. 1 Dividend Paying Stock for the Next 20 Years,0.145,0.855,0.0,-0.296
AAPL,2020-11-25 6:30:00,2020-11-25,06:30AM,Equal-Weighted Indexes Are Winningand Thats a Good Sign for Stocks,0.0,0.734,0.266,0.4404
AAPL,2020-11-25 6:02:00,2020-11-25,06:02AM,"Dow 30,000: Morning Brief",0.0,1.0,0.0,0.0
AAPL,2020-11-25 5:25:00,2020-11-25,05:25AM,"Exclusive: India import hurdles hit Apple iPhone, Xiaomi devices from China, say sources",0.0,0.889,0.111,0.128
AAPL,2020-11-25 1:30:00,2020-11-25,01:30AM,South Korea Unveils AI Chip to Maintain Semiconductor Leadership,0.0,1.0,0.0,0.0
AAPL,2020-11-24 22:36:00,2020-11-24,10:36PM,Apple Seeks Patent For Windshield Crack Detection Tech,0.0,1.0,0.0,0.0
AAPL,2020-11-24 22:36:00,2020-11-24,10:36PM,Venture Capitalists Discuss the Future of Gaming,0.0,1.0,0.0,0.0
AAPL,2020-11-24 21:44:00,2020-11-24,09:44PM,Xiaomi Slides After Internet Services Slowdown Mars Sales Surge,0.0,1.0,0.0,0.0
AAPL,2020-11-24 19:57:00,2020-11-24,07:57PM,"Apples Industry Leading Product Line to Keep on Shining, Says 5-Star Analyst",0.0,1.0,0.0,0.0
AAPL,2020-11-24 18:25:00,2020-11-24,06:25PM,"Dow Closes Above 30,000 at a New Record High",0.0,1.0,0.0,0.0
AAPL,2020-11-24 15:05:00,2020-11-24,03:05PM,Apple Inc. (AAPL): Are Hedge Funds Chasing Momentum Stocks?,0.0,1.0,0.0,0.0
AAPL,2020-11-24 14:08:00,2020-11-24,02:08PM,"Dow Tops 30,000 For First Time Ever",0.0,0.645,0.355,0.5106
AAPL,2020-11-24 12:04:00,2020-11-24,12:04PM,15 Largest Electronics Companies in the World,0.0,1.0,0.0,0.0
AAPL,2020-11-24 12:03:00,2020-11-24,12:03PM,"Dow Jones Jumps 500 Points, As Trump Agrees To Biden Transition; Nio, Tesla Race To Record Highs",0.0,0.899,0.101,0.2023
AAPL,2020-11-24 10:15:00,2020-11-24,10:15AM,My Favorite Dividend Stock Didn't Start Out That Way,0.0,0.727,0.273,0.4588
AAPL,2020-11-24 10:14:00,2020-11-24,10:14AM,Be Like Buffett and Wager on Pfizer. Heres How to Do It With Options.,0.0,0.839,0.161,0.3612
AAPL,2020-11-24 9:51:00,2020-11-24,09:51AM,Lookback: Wedgewood Partners 2019 Apple Inc (AAPL) Thesis,0.0,1.0,0.0,0.0
AAPL,2020-11-24 8:32:00,2020-11-24,08:32AM,Apple (AAPL) Seeks Tough Data Protection in Google Lawsuit,0.327,0.673,0.0,-0.34
AAPL,2020-11-24 8:28:00,2020-11-24,08:28AM,"Dow Jones Futures: Latest Bitcoin Play In Buy Zone As Tesla, Nio, Xpeng Fly; Apple Stock Breaks Support",0.0,0.758,0.242,0.6249
AAPL,2020-11-24 6:00:00,2020-11-24,06:00AM,Why It Isnt Ludicrous to Think of Honeywell as the Tesla of Big Industrial Stocks,0.0,0.869,0.131,0.2755
AAPL,2020-11-24 5:49:00,2020-11-24,05:49AM,Is Black Friday a Good Time to Buy an Apple Watch?,0.0,0.756,0.244,0.4404
AAPL,2020-11-24 1:09:00,2020-11-24,01:09AM,"Huaweis Phone Market Share to Slump to 4% in 2021, Says TrendForce",0.0,0.833,0.167,0.296
AAPL,2020-11-23 23:34:00,2020-11-23,11:34PM,Apple Exempts Virtual Events From Paying 30% App Store Cut Through June,0.16,0.84,0.0,-0.2732
AAPL,2020-11-23 21:21:00,2020-11-23,09:21PM,Apple Chief Security Officer Indicted Over Allegedly Bribing Officials With iPads To Obtain Gun Permits,0.135,0.73,0.135,0.0
AAPL,2020-11-23 17:23:00,2020-11-23,05:23PM,Apple's security chief accused of bribery in California gun-permit probe,0.175,0.635,0.19,0.0516
AAPL,2020-11-23 17:15:00,2020-11-23,05:15PM,Apple's security chief accused of bribery in California gun-permit probe,0.175,0.635,0.19,0.0516
AAPL,2020-11-23 16:51:00,2020-11-23,04:51PM,Apple Security Head Charged With Bribery for Gun Licenses,0.333,0.476,0.19,-0.2023
AAPL,2020-11-23 16:42:00,2020-11-23,04:42PM,"Dow Jones Surges More Than 300 Points, Led By Boeing, Walt Disney, Chevron; What's Wrong With Apple Stock?",0.154,0.846,0.0,-0.4767
AAPL,2020-11-23 15:01:00,2020-11-23,03:01PM,"Dow Jones Adds To Gains, Nasdaq Turns Positive; Tesla Stock At New High",0.0,0.647,0.353,0.7184
AAPL,2020-11-23 14:50:00,2020-11-23,02:50PM,Dow Jones Soars on More Vaccine News; Walmart and Apple Stocks Sink,0.0,1.0,0.0,0.0
AAPL,2020-11-23 12:15:00,2020-11-23,12:15PM,"Dow Jones Leads As Stock Market Trims Gains; Apple Falls But Tesla, Nio Surge",0.0,0.844,0.156,0.34
