ticker,datetime,date,time,headline,neg,neu,pos,compound
AAPL,2020-11-23 12:14:00,2020-11-23,12:14PM,Apple Stock Is Falling Because the Price Already Reflects iPhone 12 Demand,0.237,0.763,0.0,-0.2732
AAPL,2020-11-23 12:01:00,2020-11-23,12:01PM,"Dow Jones Jumps 300 Points On Vaccine News, But Apple Slides; Tesla Surges To Record High, While Nio Races Higher",0.0,1.0,0.0,0.0
AAPL,2020-11-23 10:31:00,2020-11-23,10:31AM,Apple 4-Day Shopping Event Starts Friday; Gift Cards Offered,0.0,0.734,0.266,0.4404
AAPL,2020-11-23 8:46:00,2020-11-23,08:46AM,Digital marketing firms file UK competition complaint against Google's Privacy Sandbox,0.18,0.82,0.0,-0.296
AAPL,2020-11-23 8:39:00,2020-11-23,08:39AM,Dow Climbs as Value Stocks Race Higher on Positive Vaccine News,0.0,0.6,0.4,0.7184
AAPL,2020-11-23 8:19:00,2020-11-23,08:19AM,Google Ad Changes Targeted by Rivals in U.K. Complaint,0.216,0.784,0.0,-0.296
AAPL,2020-11-23 8:11:00,2020-11-23,08:11AM,Dow Jones Futures Rise On Latest Coronavirus News; Qualcomm Near Buy Point In Stock Market Rally; Apple Looks Tired,0.139,0.861,0.0,-0.4404
AAPL,2020-11-23 7:00:00,2020-11-23,07:00AM,"5G Stocks To Buy And Watch: Apple, Wireless Firms, Chip Makers, Infrastructure Plays",0.0,0.857,0.143,0.25
AAPL,2020-11-23 7:00:00,2020-11-23,07:00AM,Foxconn Plant Championed by Trump Lands Google Server Contract,0.0,0.784,0.216,0.296
AAPL,2020-11-23 5:48:00,2020-11-23,05:48AM,"Gartner: Q3 smartphone sales down 5.7% to 366M, stemming Covid-19 declines earlier this year",0.0,1.0,0.0,0.0
AAPL,2020-11-23 0:27:00,2020-11-23,12:27AM,"Apple, Microsoft Work Together To Bring Xbox Series X Controller Support For iPhone, iPad",0.0,0.816,0.184,0.4019
AAPL,2020-11-22 17:22:00,2020-11-22,05:22PM,Stock Market Rally: Qualcomm Near Buy Point; Apple Looks Tired As Dow Futures Loom,0.286,0.714,0.0,-0.5859
AAPL,2020-11-21 13:26:00,2020-11-21,01:26PM,Apple Is Trying To 'Water Down' Bill Against Forced Labor In China: Washington Post,0.188,0.812,0.0,-0.4588
AAPL,2020-11-21 11:00:00,2020-11-21,11:00AM,Apple Cuts the Little Guys a Break. Will It Be Enough?,0.196,0.804,0.0,-0.296
AAPL,2020-11-21 8:30:00,2020-11-21,08:30AM,3 Incredibly Cheap 5G Tech Stocks,0.0,1.0,0.0,0.0
AAPL,2020-11-21 6:45:00,2020-11-21,06:45AM,Microsoft's Growth Engine is Firing on All Cylinders,0.218,0.545,0.236,0.0516
AAPL,2020-11-21 1:00:00,2020-11-21,01:00AM,Inflation May Be About to Pick Up Sharply,0.0,1.0,0.0,0.0
AAPL,2020-11-20 20:30:00,2020-11-20,08:30PM,Retail Investors Pour Money Into China Funds,0.0,1.0,0.0,0.0
AAPL,2020-11-20 18:05:00,2020-11-20,06:05PM,Apple to AT&T Wary of Full Disclosure in Google Antitrust Case,0.0,1.0,0.0,0.0
AAPL,2020-11-20 17:13:00,2020-11-20,05:13PM,5 Stocks That Will Press On,0.0,1.0,0.0,0.0
AAPL,2020-11-20 16:47:00,2020-11-20,04:47PM,U.S. Equity Markets Continue to Fall as COVID-19 Cases Rise,0.0,1.0,0.0,0.0
AAPL,2020-11-20 16:29:00,2020-11-20,04:29PM,"Apple, GroupM, others ask for tough protection for data in Google lawsuit",0.254,0.746,0.0,-0.34
AAPL,2020-11-20 16:28:00,2020-11-20,04:28PM,"Apple, AT&T ask for tough protection for data in Google lawsuit",0.274,0.726,0.0,-0.34
AAPL,2020-11-20 16:27:00,2020-11-20,04:27PM,"Qorvo, IBD Stock Of The Day, Is Forming This Bullish Stock Chart Pattern",0.0,1.0,0.0,0.0
AAPL,2020-11-20 15:31:00,2020-11-20,03:31PM,How Consumers Are Reacting To Apple's iPhone 12 Lineup,0.0,1.0,0.0,0.0
AAPL,2020-11-20 12:00:00,2020-11-20,12:00PM,"Stock Picks: Find The Best Growth Stocks To Buy With Lessons From Nvidia, Apple, Veeva",0.0,0.657,0.343,0.7783
AAPL,2020-11-20 11:53:00,2020-11-20,11:53AM,"Dow Jones Falls Amid New Coronavirus Restrictions, Covid-19 Vaccine News; Nio, Tesla Eye Record Highs",0.0,1.0,0.0,0.0
AAPL,2020-11-20 11:48:00,2020-11-20,11:48AM,The Mall Isnt Dead. Why Its Time to Buy Simon Property Stock.,0.0,0.762,0.238,0.5334
AAPL,2020-11-20 10:37:00,2020-11-20,10:37AM,"The stock market is advancing without help from the FAAMNGs, which analysts say is a bullish sign",0.131,0.869,0.0,-0.3089
AAPL,2020-11-20 10:24:00,2020-11-20,10:24AM,The Stocks the Pros Own Usually Beat the Market. Heres a List of Their 10 Most Popular Bets.,0.0,0.838,0.162,0.4754
AAPL,2020-11-20 10:04:00,2020-11-20,10:04AM,GoodRx CEO Shrugs Off $5 Billion Dive on Amazon Pharma Move,0.0,0.855,0.145,0.1779
AAPL,2021-01-15 20:19:00,Jan-15-21,08:19PM,An Unusually High Score Takes Barrons 2020 Quiz,0.0,1.0,0.0,0.0
AAPL,2021-01-15 18:07:00,Jan-15-21,06:07PM,Daily Crunch: WhatsApp responds to privacy backlash,0.0,1.0,0.0,0.0
AAPL,2021-01-15 17:55:00,Jan-15-21,05:55PM,Intel Made the Right CEO Choice With Pat Gelsinger. A Rebound Will Still Take Time.,0.0,1.0,0.0,0.0
AAPL,2021-01-15 16:51:00,Jan-15-21,04:51PM,"Apple TV Plus Free Subscriptions Extended Again, This Time Through July 2021",0.0,0.769,0.231,0.5106
